"仓库","货主","商家编码","货品编号","货品名称","货品简称","规格码","规格名称","分类名称","条形码","基本单位","托规","箱规","价格","毛重（kg）","品牌","生产日期","临期天数","保质期","货区","货区名称","货区类型","货位","货位冻结","热卖货区","有效期","距离到期天数","距离临期天数","批次","是否正品","库存","可发库存","可发库存箱数","库存箱数","货品英文名称","自定义属性2","自定义属性3","自定义属性4","自定义属性5","自定义属性6","货位异常原因","体积（cm³）"
"主仓库","EA",="8809298737467",="8809298737467","JAVIN DE SEOUL 眨眼水光气垫(#20 Sheer Vanilla) (16g)","자빈드서울 윙크 쿠션 글로우(#20 시어 바닐라) (16g)",,="16g","美妆个护",="8809298737467","ea","无",="100/箱","无权限","0.0940","JAVIN DE SEOUL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-28-03","否","普通区",="2028-04-23 00:00:00","670","0.0000",,"正品","6","6",="6ea",="6ea","JAVIN DE SEOUL Wink Cushion Glow(#20 Sheer Vanilla) (16g)",,"판매중","본품",,,,"179.0000"
"主仓库","EA",="8809298737474",="8809298737474","JAVIN DE SEOUL 眨眼水光气垫(#21 Sheer Ivory) (16g)","자빈드서울 윙크 쿠션 글로우(#21 시어 아이보리) (16g)",,="16g","美妆个护",="8809298737474","ea","无",="100/箱","无权限","0.0940","JAVIN DE SEOUL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-27-01","否","普通区",="2028-03-04 00:00:00","620","0.0000",,"正品","67","67",="67ea",="67ea","JAVIN DE SEOUL Wink Cushion Glow(#21 Sheer Ivory) (16g)",,"판매중","본품",,,,"179.0000"
"主仓库","EA",="8809672284457",="8809672284457","LEADERS 淡斑美白棉片(#红色) (80ea)","리더스 잡티 흔적 패드 (80ea)",,="120ml/80ea","美妆个护",="8809672284457","ea","无",="48/箱","无权限","0.2420","LEADERS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-06-03","否","普通区",="2027-08-06 00:00:00","409","0.0000",,"正品","15","15",="15ea",="15ea","LEADERS Vita Blemish Pad (80ea)",,"판매중","본품",,,,"512.0000"
"主仓库","EA",="8809533813581",="8809533813581","AIPPO 泥浆洁面 (130ml)","아이뽀 머드 딥 클렌저 (130ml)",,="130ml","美妆个护",="8809533813581","ea","无",="40/箱","无权限","0.1690","AIPPO",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-08-03","否","普通区",="2027-10-24 00:00:00","488","0.0000",,"正品","13","13",="13ea",="13ea","AIPPO Mud Deep Cleanser (130ml)",,"판매중","본품",,,,"412.0000"
"主仓库","EA",="8809672284532",="8809672284532","LEADERS 焕彩提亮修护面膜 (25ml*10ea)","리더스 멜라톡스 스킨클리닉 마스크 (25ml*10ea)",,="10ea","美妆个护",="8809672284532","ea","无",="50/箱","无权限","0.3600","LEADERS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-02-02","否","普通区",="2027-09-03 00:00:00","437","0.0000",,"正品","27","27",="27ea",="27ea","LEADERS Mela-Tox Skin Clinic Mask (25ml*10ea)",,"판매중","본품",,,,"765.0000"
"主仓库","EA",="8809672284617",="8809672284617","LEADERS 保湿提亮面膜 (25ml*10ea)","리더스 비타토닝 스킨리뉴얼 마스크 (25ml*10ea)",,="10ea","美妆个护",="8809672284617","ea","无",="50/箱","无权限","0.3600","LEADERS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-01-02","否","普通区",="2028-04-28 00:00:00","675","0",,"正品","41","41",="41ea",="41ea","LEADERS Vita Toning Skin Renewal Mask (25ml*10ea)",,"판매중","본품",,,,"765.0000"
"主仓库","EA",="8809681245920",="8809681245920","Pleuvoir 洗护旅行装(#Floral Musk & Rose Wood) (40ml*4ea)","플르부아 트래블버디 플로럴 머스크 & 로즈 우드 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245920","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-35-02","否","普通区",="2027-08-18 00:00:00","421","0",,"正品","34","34",="1箱4ea",="1箱4ea","Pleuvoir Travel Buddies(#Floral Musk & Rose Wood) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809681245920",="8809681245920","Pleuvoir 洗护旅行装(#Floral Musk & Rose Wood) (40ml*4ea)","플르부아 트래블버디 플로럴 머스크 & 로즈 우드 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245920","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-35-02","否","普通区",="2027-11-24 00:00:00","519","0",,"正品","69","69",="2箱9ea",="2箱9ea","Pleuvoir Travel Buddies(#Floral Musk & Rose Wood) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809681245951",="8809681245951","Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea)","플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245951","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-36-01","否","普通区",="2027-08-19 00:00:00","422","0",,"正品","21","21",="21ea",="21ea","Pleuvoir Travel Buddies(#Rose Wood & Hinoki Leather) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809681245951",="8809681245951","Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea)","플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245951","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-36-01","否","普通区",="2027-09-04 00:00:00","438","0",,"正品","26","26",="26ea",="26ea","Pleuvoir Travel Buddies(#Rose Wood & Hinoki Leather) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809681245937",="8809681245937","Pleuvoir 洗护旅行装(#Morning Soil & Hinoki Leather) (40ml*4ea)","플르부아 트래블버디 모닝 소일 & 히노끼 레더 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245937","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-35-01","否","普通区",="2027-08-20 00:00:00","423","0",,"正品","9","9",="9ea",="9ea","Pleuvoir Travel Buddies(#Morning Soil & Hinoki Leather) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809681245944",="8809681245944","Pleuvoir 洗护旅行装(#Floral Musk & Morning Soil) (40ml*4ea)","플르부아 트래블버디 플로럴 머스크 & 모닝 소일 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245944","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-36-02","否","普通区",="2027-08-20 00:00:00","423","0",,"正品","19","19",="19ea",="19ea","Pleuvoir Travel Buddies(#Floral Musk & Morning Soil) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809460999945",="8809460999945","I'M O 安眠裤M (4ea)","아임오 입는 오버나이트 중형 (4ea)",,="4ea","无",="8809460999945","ea","无",="24/箱","无权限","0.1200","I'M O",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-30-01","否","普通区",="2028-03-26 00:00:00","642","0",,"正品","50","50",="2箱2ea",="2箱2ea","I'M O Organic Overnight Sanitary Pants Regular (4ea)",,"판매중","본품",,,,"1674.0000"
"主仓库","EA",="8809681247283",="8809681247283","(赠品) Pleuvoir 香水(#Almost Naked) (2ml)","(증정) 플르부아 향수(#올모스트 네이키드) (2ml)",,="2ml","美妆个护",="8809681247283","ea","无",="132/箱","无权限","0.0080","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-25-02","否","普通区",="2028-01-16 00:00:00","572","0",,"正品","22","22",="22ea",="22ea","(Gift) Pleuvoir Eau de Parfum(#Almost Naked) (2ml)",,"판매중","증정",,,,"25.0000"
"主仓库","EA",="8809971480963",="8809971480963","GLOWAID 保湿霜 (50ml)","글로우에이드 글로우 에버 모이스처라이저 (50ml)",,="50ml","美妆个护",="8809971480963","ea","无",="50/箱","无权限","0.1240","GLOWAID",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-13-01","否","普通区",="2026-12-14 00:00:00","174","0",,"正品","17","17",="17ea",="17ea","GLOWAID Glow Ever Moisturizer (50ml)",,"판매중","본품",,,,"204.0000"
"主仓库","EA",="8805301002805",="8805301002805","W.DRESSROOM 香水护手霜(#26 木叶香草) (50ml)","더블유드레스룸 퍼퓸 핸드크림(#26 허브 우디) (50ml)",,="50ml","美妆个护",="8805301002805","ea","无",="50/箱","无权限","0.0840","W.DRESSROOM",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-18-02","否","普通区",="2028-07-28 00:00:00","766","0",,"正品","42","42",="42ea",="42ea","W.DRESSROOM Moisturizing Perfume Hand Cream(#26 Herb Woody) (50ml)",,"판매중","본품",,,,"177.0000"
"主仓库","EA",="8809569602357",="8809569602357","LA MUSE 抗老护手霜(#Plume) (40ml)","라뮤즈 에이지 컨트롤 핸드 프로텍션(#플룸) (40ml)",,="40ml","美妆个护",="8809569602357","ea","无",="80/箱","无权限","0.0600","LA MUSE",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-27-03","否","普通区",="2028-01-12 00:00:00","568","0",,"正品","1","1",="1ea",="1ea","LA MUSE Age Control Hand Protection(#Plume) (40ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809410236915",="8809410236915","MIHAK 香氛护手霜(#Oud Noir) (50ml)","미학 퍼퓸드 핸드 크림(#오드누아) (50ml)",,="50ml","美妆个护",="8809410236915","ea","无",="120/箱","无权限","0.0500","MIHAK",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-14-03","否","普通区",="2028-01-15 00:00:00","571","0",,"正品","76","76",="76ea",="76ea","MIHAK Perfumed Hand Cream(#Oud Noir) (50ml)",,"판매중","본품",,,,"137.0000"
"主仓库","EA",="8809410236908",="8809410236908","MIHAK 香氛护手霜(#Peau Gentle) (50ml)","미학 퍼퓸드 핸드 크림(#포젠틀) (50ml)",,="50ml","美妆个护",="8809410236908","ea","无",="120/箱","无权限","0.0500","MIHAK",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-15-03","否","普通区",="2028-01-16 00:00:00","572","0",,"正品","78","78",="78ea",="78ea","MIHAK Perfumed Hand Cream(#Peau Gentle) (50ml)",,"판매중","본품",,,,"137.0000"
"主仓库","EA",="8809410236939",="8809410236939","MIHAK 香氛护手霜(#Vinyl Wood) (50ml)","미학 퍼퓸드 핸드 크림(#바이닐우드) (50ml)",,="50ml","美妆个护",="8809410236939","ea","无",="120/箱","无权限","0.0500","MIHAK",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-15-01","否","普通区",="2028-01-15 00:00:00","571","0",,"正品","27","27",="27ea",="27ea","MIHAK Perfumed Hand Cream(#Vinyl Wood) (50ml)",,"판매중","본품",,,,"137.0000"
"主仓库","EA",="8809410236922",="8809410236922","MIHAK 香氛护手霜(#Fanta Rei) (50ml)","미학 퍼퓸드 핸드 크림(#판타레이) (50ml)",,="50ml","美妆个护",="8809410236922","ea","无",="120/箱","无权限","0.0500","MIHAK",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-15-02","否","普通区",="2028-01-14 00:00:00","570","0",,"正品","63","63",="63ea",="63ea","MIHAK Perfumed Hand Cream(#Fanta Rei) (50ml)",,"판매중","본품",,,,"137.0000"
"主仓库","EA",="8809569602814",="8809569602814","LA MUSE 身体疗愈油感洁肤液 (290ml)","라뮤즈 바디 테라피 오일 클렌져 블러썸 (290ml)",,="290ml","美妆个护",="8809569602814","ea","无",="30/箱","无权限","0.3550","LA MUSE",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-03-02","否","普通区",="2028-03-07 00:00:00","623","0",,"正品","29","29",="29ea",="29ea","LA MUSE Body Therapy Oil Cleanser Blossom (290ml)",,"판매중","본품",,,,"576.0000"
"主仓库","EA",="8809681243766",="8809681243766","Pleuvoir 保湿棒 (10g)","플르부아 모이스처 멀티밤 (10g)",,="10g","美妆个护",="8809681243766","ea","无",="100/箱","无权限","0.0360","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-02-03","否","普通区",="2028-05-06 00:00:00","683","0",,"正品","32","32",="32ea",="32ea","Pleuvoir Moisture Multi Balm (10g)",,,,,,,"66.0000"
"主仓库","EA",="8809681243780",="8809681243780","Pleuvoir 洗手液(#Morning Soil) (300ml)","플르부아 핸드워시(#모닝소일) (300ml)",,="300ml","美妆个护",="8809681243780","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-22-01","否","普通区",="2027-06-03 00:00:00","345","0",,"正品","4","4",="4ea",="4ea","Pleuvoir Hand Wash(#Morning Soil) (300ml)",,,,,,,"688.0000"
"主仓库","EA",="8809681243780",="8809681243780","Pleuvoir 洗手液(#Morning Soil) (300ml)","플르부아 핸드워시(#모닝소일) (300ml)",,="300ml","美妆个护",="8809681243780","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-22-01","否","普通区",="2027-09-02 00:00:00","436","0",,"正品","20","20",="1箱",="1箱","Pleuvoir Hand Wash(#Morning Soil) (300ml)",,,,,,,"688.0000"
"主仓库","EA",="8809681243797",="8809681243797","Pleuvoir 洗手液(#Hinoki Leather) (300ml)","플르부아 핸드워시(#히노키레더) (300ml)",,="300ml","美妆个护",="8809681243797","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-36-01","否","普通区",="2028-03-05 00:00:00","621","0",,"正品","10","10",="10ea",="10ea","Pleuvoir Hand Wash(#Hinoki Leather) (300ml)",,,,,,,"688.0000"
"主仓库","EA",="8809681243650",="8809681243650","Pleuvoir 护手霜(#Morning Soil) (30ml)","플르부아 핸드크림(#모닝소일) (30ml)",,="30ml","美妆个护",="8809681243650","ea","无",="100/箱","无权限","0.0500","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-09-01","否","普通区",="2028-05-28 00:00:00","705","0",,"正品","62","62",="62ea",="62ea","Pleuvoir Hand Cream(#Morning Soil) (30ml)",,,,,,,"127.0000"
"主仓库","EA",="8809681243773",="8809681243773","Pleuvoir 洗手液(#Floral Musk) (300ml)","플르부아 핸드워시(#플로럴머스크) (300ml)",,="300ml","美妆个护",="8809681243773","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-29-02","否","普通区",="2028-03-12 00:00:00","628","0",,"正品","4","4",="4ea",="4ea","Pleuvoir Hand Wash(#Floral Musk) (300ml)",,,,,,,"688.0000"
"主仓库","EA",="8809681242295",="8809681242295","Pleuvoir 身体乳(#Morning Soil) (250ml)","플르부아 바디로션(#모닝소일) (250ml)",,="250ml","美妆个护",="8809681242295","ea","无",="20/箱","无权限","0.3100","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-33-03","否","普通区",="2027-07-18 00:00:00","390","0",,"正品","5","5",="5ea",="5ea","Pleuvoir Body Lotion(#Morning Soil) (250ml)",,,,,,,"585.0000"
"主仓库","EA",="8809681242295",="8809681242295","Pleuvoir 身体乳(#Morning Soil) (250ml)","플르부아 바디로션(#모닝소일) (250ml)",,="250ml","美妆个护",="8809681242295","ea","无",="20/箱","无权限","0.3100","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-33-03","否","普通区",="2028-08-28 00:00:00","797","0",,"正品","18","18",="18ea",="18ea","Pleuvoir Body Lotion(#Morning Soil) (250ml)",,,,,,,"585.0000"
"主仓库","EA",="8809681244343",="8809681244343","Pleuvoir 护手霜(#Rose Wood) (30ml)","플르부아 핸드크림(#로즈우드) (30ml)",,="30ml","美妆个护",="8809681244343","ea","无",="100/箱","无权限","0.0500","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-15-03","否","普通区",="2028-10-21 00:00:00","851","0",,"正品","29","29",="29ea",="29ea","Pleuvoir Hand Cream(#Rose Wood) (30ml)",,"판매중","본품",,,,"127.0000"
"主仓库","EA",="8809681243735",="8809681243735","Pleuvoir 香水(#Hinoki Leather) (50ml)","플르부아 오 드 퍼퓸(#히노키레더) (50ml)",,="50ml","无",="8809681243735","ea","无",="24/箱","无权限","0.2460","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-06-03","否","普通区",="2027-04-29 00:00:00","310","0",,"正品","7","7",="7ea",="7ea","Pleuvoir Eau de Parfum(#Hinoki Leather) (50ml)",,"판매중","본품",,,,"961.0000"
"主仓库","EA",="8809681244367",="8809681244367","Pleuvoir 香水(#Rose Wood) (50ml)","플르부아 오 드 퍼퓸(#로즈우드) (50ml)",,="50ml","无",="8809681244367","ea","无",="24/箱","无权限","0.2460","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-19-03","否","普通区",="2027-07-07 00:00:00","379","0",,"正品","15","15",="15ea",="15ea","Pleuvoir Eau de Parfum(#Rose Wood) (50ml)",,"판매중","본품",,,,"961.0000"
"主仓库","EA",="8809681245364",="8809681245364","Pleuvoir 香薰(#Morning Soil) (200ml)","플르부아 디퓨저(#모닝소일) (200ml)",,="200ml","无",="8809681245364","ea","无",="27/箱","无权限","0.3150","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-32-01","否","普通区",="2028-05-01 00:00:00","678","0",,"正品","25","25",="25ea",="25ea","Pleuvoir Diffuser(#Morning Soil) (200ml)",,"판매중","본품",,,,"1124.0000"
"主仓库","EA",="8809681244329",="8809681244329","Pleuvoir 身体乳(#Rose Wood) (250ml)","플르부아 바디로션(#로즈우드) (250ml)",,="250ml","美妆个护",="8809681244329","ea","无",="20/箱","无权限","0.3100","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-14-03","否","普通区",="2028-09-24 00:00:00","824","0",,"正品","5","5",="5ea",="5ea","Pleuvoir Body Lotion(#Rose Wood) (250ml)",,"판매중","본품",,,,"585.0000"
"主仓库","EA",="8809681244350",="8809681244350","Pleuvoir 洗手液(#Rose Wood) (300ml)","플르부아 핸드워시(#로즈우드) (300ml)",,="300ml","无",="8809681244350","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-35-03","否","普通区",="2027-09-08 00:00:00","442","0",,"正品","20","20",="1箱",="1箱","Pleuvoir Hand Wash(#Rose Wood) (300ml)",,"판매중","본품",,,,"688.0000"
"主仓库","EA",="8809681244350",="8809681244350","Pleuvoir 洗手液(#Rose Wood) (300ml)","플르부아 핸드워시(#로즈우드) (300ml)",,="300ml","无",="8809681244350","ea","无",="20/箱","无权限","0.3850","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-35-03","否","普通区",="2028-03-06 00:00:00","622","0",,"正品","2","2",="2ea",="2ea","Pleuvoir Hand Wash(#Rose Wood) (300ml)",,"판매중","본품",,,,"688.0000"
"主仓库","EA",="8809681245913",="8809681245913","(赠品) Pleuvoir 沐浴海绵","(증정) 플르부아 바디스펀지",,="1ea","无",="8809681245913","ea","无",="200/箱","无权限","0.0000","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-30-02","否","普通区",="2099-12-31 00:00:00","26854","0",,"正品","181","180",="180ea",="181ea","(Gift) Pleuvoir Body Sponge",,"판매중","증정",,,,"0.0000"
"主仓库","EA",="8809846781232",="8809846781232","(赠品) YOUSSOFUL 擴香石 (1ea)","(증정) 유쏘풀 센트 스톤 (1ea)",,="1ea","无",="8809846781232","ea","无",="300/箱","无权限","0.0420","YOUSSOFUL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-18-03","否","普通区",="2099-12-31 00:00:00","26854","0",,"正品","5","5",="5ea",="5ea","(Gift) YOUSSOFUL Scent Stone (1ea)",,"판매중","증정",,,,"0.0000"
"主仓库","EA",="8802024090304",="8802024090304","(赠品) YOUSSOFUL 购物袋(#L) (1ea)","(증정) 유쏘풀 쇼핑백(#L) (1ea)",,="1ea","无",="8802024090304","ea","无",="300/箱","无权限","0.0400","YOUSSOFUL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-23-01","否","普通区",="2099-12-31 00:00:00","26854","0",,"正品","552","552",="1箱252ea",="1箱252ea","(Gift) YOUSSOFUL Shopping Bag(#L) (1ea)",,"판매중","증정",,,,"0.0000"
"主仓库","EA",="8809442168987",="8809442168987","Login Forest 护手霜(#Fig Woodique) (30ml)","로그인 포레스트 피그 우디끄 모이스처 핸드 (30ml)",,="30ml","美妆个护",="8809442168987","ea","无",="30/箱","无权限","0.0000","Login Forest",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-27-02","否","普通区",="2028-03-11 00:00:00","627","0",,"正品","20","20",="20ea",="20ea","Login Forest Fig Woodique Moisture Hand (30ml)",,"판매중","본품",,,,"0.0000"
"主仓库","EA",="8809442168994",="8809442168994","Login Forest 护手霜(#Scent Free) (30ml)","로그인 포레스트 센트 프리 모이스처 핸드 (30ml)",,="30ml","美妆个护",="8809442168994","ea","无",="30/箱","无权限","0.0000","Login Forest",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-28-03","否","普通区",="2027-08-26 00:00:00","429","0",,"正品","70","70",="2箱10ea",="2箱10ea","Login Forest Scent Free Moisture Hand (30ml)",,"판매중","본품",,,,"0.0000"
"主仓库","EA",="8809681245609",="8809681245609","Pleuvoir 香水(#Hinoki Leather) (30ml)","플르부아 오 드 퍼퓸(#히노키레더) (30ml)",,="30ml","美妆个护",="8809681245609","ea","无",="24/箱","无权限","0.1690","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-34-03","否","普通区",="2027-04-29 00:00:00","310","0",,"正品","7","7",="7ea",="7ea","Pleuvoir Eau de Parfum(#Hinoki Leather) (30ml)",,"판매중","본품",,,,"561.0000"
"主仓库","EA",="8809681245616",="8809681245616","Pleuvoir 香水(#Rose Wood) (30ml)","플르부아 오 드 퍼퓸(#로즈우드) (30ml)",,="30ml","美妆个护",="8809681245616","ea","无",="24/箱","无权限","0.1690","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-25-03","否","普通区",="2027-05-27 00:00:00","338","0",,"正品","10","10",="10ea",="10ea","Pleuvoir Eau de Parfum(#Rose Wood) (30ml)",,"판매중","본품",,,,"561.0000"
"主仓库","EA",="8809681245593",="8809681245593","Pleuvoir 香水(#Morning Soil) (30ml)","플르부아 오 드 퍼퓸(#모닝소일) (30ml)",,="30ml","美妆个护",="8809681245593","ea","无",="24/箱","无权限","0.1690","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-30-03","否","普通区",="2027-04-29 00:00:00","310","0",,"正品","14","14",="14ea",="14ea","Pleuvoir Eau de Parfum(#Morning Soil) (30ml)",,"판매중","본품",,,,"561.0000"
"主仓库","EA",="8809681245586",="8809681245586","Pleuvoir 香水(#Floral Musk) (30ml)","플르부아 오 드 퍼퓸(#플로럴머스크) (30ml)",,="30ml","美妆个护",="8809681245586","ea","无",="24/箱","无权限","0.1690","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-30-01","否","普通区",="2028-06-25 00:00:00","733","0",,"正品","13","13",="13ea",="13ea","Pleuvoir Eau de Parfum(#Floral Musk) (30ml)",,"판매중","본품",,,,"561.0000"
"主仓库","EA",="8809681247177",="8809681247177","Pleuvoir 护手霜(#Take Me Home) (30ml)","플르부아 핸드크림(#테이크 미 홈) (30ml)",,="30ml","美妆个护",="8809681247177","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-09-02","否","普通区",="2028-01-13 00:00:00","569","0",,"正品","24","24",="24ea",="24ea","Pleuvoir Hand Cream(#Take Me Home) (30ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809681247177",="8809681247177","Pleuvoir 护手霜(#Take Me Home) (30ml)","플르부아 핸드크림(#테이크 미 홈) (30ml)",,="30ml","美妆个护",="8809681247177","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-09-02","否","普通区",="2028-04-21 00:00:00","668","0",,"正品","15","15",="15ea",="15ea","Pleuvoir Hand Cream(#Take Me Home) (30ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809681247177",="8809681247177","Pleuvoir 护手霜(#Take Me Home) (30ml)","플르부아 핸드크림(#테이크 미 홈) (30ml)",,="30ml","美妆个护",="8809681247177","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-09-02","否","普通区",="2028-07-31 00:00:00","769","0",,"正品","64","64",="64ea",="64ea","Pleuvoir Hand Cream(#Take Me Home) (30ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809681247160",="8809681247160","Pleuvoir 护手霜(#Almost Naked) (30ml)","플르부아 핸드크림(#올모스트 네이키드) (30ml)",,="30ml","美妆个护",="8809681247160","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-05-01","否","普通区",="2028-01-13 00:00:00","569","0",,"正品","9","9",="9ea",="9ea","Pleuvoir Hand Cream(#Almost Naked) (30ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809681247160",="8809681247160","Pleuvoir 护手霜(#Almost Naked) (30ml)","플르부아 핸드크림(#올모스트 네이키드) (30ml)",,="30ml","美妆个护",="8809681247160","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-05-01","否","普通区",="2028-04-21 00:00:00","668","0",,"正品","56","56",="56ea",="56ea","Pleuvoir Hand Cream(#Almost Naked) (30ml)",,"판매중","본품",,,,"138.0000"
"主仓库","EA",="8809681247184",="8809681247184","Pleuvoir 护手霜(#Burning It All) (30ml)","플르부아 핸드크림(#버닝 잇 올) (30ml)",,="30ml","美妆个护",="8809681247184","ea","无",="100/箱","无权限","0.0480","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-02-02","否","普通区",="2028-01-13 00:00:00","569","0",,"正品","26","26",="26ea",="26ea","Pleuvoir Hand Cream(#Burning It All) (30ml)",,"판매중","본품",,,,"138.0000"
