仓库,货主,商家编码,货品编号,货品名称,货品简称,规格码,规格名称,分类名称,条形码,基本单位,托规,箱规,价格,毛重（kg）,品牌,生产日期,临期天数,保质期,货区,货区名称,货区类型,货位,货位冻结,热卖货区,有效期,距离到期天数,距离临期天数,批次,是否正品,库存,可发库存,可发库存箱数,库存箱数,货品英文名称,自定义属性2,自定义属性3,自定义属性4,自定义属性5,自定义属性6,货位异常原因,体积（cm³）
主仓库,BOX,8809681245982,8809681245982,(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml),(증정) 플르부아 바디클렌저(#로즈우드) (40ml),,40ml,无,8809681245982,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-03-02,否,普通区,2027-11-24 00:00:00,510,0,,正品,1800,1800,15箱,15箱,(Gift) Pleuvoir Body Cleanser(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681245982,8809681245982,(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml),(증정) 플르부아 바디클렌저(#로즈우드) (40ml),,40ml,无,8809681245982,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-03-02,否,普通区,2028-10-29 00:00:00,850,0,,正品,2760,2760,23箱,23箱,(Gift) Pleuvoir Body Cleanser(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681245937,8809681245937,Pleuvoir 洗护旅行装(#Morning Soil & Hinoki Leather) (40ml*4ea),플르부아 트래블버디 모닝 소일 & 히노끼 레더 (40ml*4ea),,40ml*4ea,美妆个护,8809681245937,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-13-02,否,普通区,2027-08-19 00:00:00,413,0,,正品,280,280,9箱10ea,9箱10ea,Pleuvoir Travel Buddies(#Morning Soil & Hinoki Leather) (40ml*4ea),,판매중,본품,,,,1057
主仓库,BOX,8809681245616,8809681245616,Pleuvoir 香水(#Rose Wood) (30ml),플르부아 오 드 퍼퓸(#로즈우드) (30ml),,30ml,美妆个护,8809681245616,ea,无,24/箱,无权限,0.169,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-02,否,普通区,2027-05-27 00:00:00,329,0,,正品,24,24,1箱,1箱,Pleuvoir Eau de Parfum(#Rose Wood) (30ml),,판매중,본품,,,,561
主仓库,BOX,8809681246040,8809681246040,Pleuvoir 香薰(#Burning It All) (200ml),플르부아 디퓨저(#버닝 잇 올) (200ml),,200ml,美妆个护,8809681246040,ea,无,27/箱,无权限,0.31,Pleuvoir,2025-12-23 00:00:00,0,770,MK,备货区,备货区,B2-14-01,否,普通区,2028-02-01 00:00:00,579,0,,正品,162,162,6箱,6箱,Pleuvoir Diffuser(#Burning It All) (200ml),,판매중,본품,,,,1085
主仓库,BOX,8809681246040,8809681246040,Pleuvoir 香薰(#Burning It All) (200ml),플르부아 디퓨저(#버닝 잇 올) (200ml),,200ml,美妆个护,8809681246040,ea,无,27/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-14-01,否,普通区,2028-05-31 00:00:00,699,0,,正品,108,108,4箱,4箱,Pleuvoir Diffuser(#Burning It All) (200ml),,판매중,본품,,,,1085
主仓库,BOX,8809681247238,8809681247238,Pleuvoir 香水(#Take Me Home) (50ml),플르부아 오 드 퍼퓸(#테이크 미 홈) (50ml),,50ml,美妆个护,8809681247238,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-04-03,否,普通区,2028-01-16 00:00:00,563,0,,正品,144,144,6箱,6箱,Pleuvoir Eau de Parfum(#Take Me Home) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809681247238,8809681247238,Pleuvoir 香水(#Take Me Home) (50ml),플르부아 오 드 퍼퓸(#테이크 미 홈) (50ml),,50ml,美妆个护,8809681247238,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-04-03,否,普通区,2028-07-24 00:00:00,753,0,,正品,384,384,16箱,16箱,Pleuvoir Eau de Parfum(#Take Me Home) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809681247221,8809681247221,Pleuvoir 香水(#Alomst Naked) (50ml),플르부아 오 드 퍼퓸(#올모스트 네이키드) (50ml),,50ml,美妆个护,8809681247221,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-06-03,否,普通区,2028-01-16 00:00:00,563,0,,正品,240,240,10箱,10箱,Pleuvoir Eau de Parfum(#Alomst Naked) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809681247221,8809681247221,Pleuvoir 香水(#Alomst Naked) (50ml),플르부아 오 드 퍼퓸(#올모스트 네이키드) (50ml),,50ml,美妆个护,8809681247221,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-06-03,否,普通区,2028-07-24 00:00:00,753,0,,正品,216,216,9箱,9箱,Pleuvoir Eau de Parfum(#Alomst Naked) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809681247405,8809681247405,Pleuvoir 扩香石套装 (18g*3ea),플르부아 센티드 타블렛 세트 (18g*3ea),,18g*3ea,无,8809681247405,ea,无,70/箱,无权限,0,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-05-31 00:00:00,699,0,,正品,350,350,5箱,5箱,Pleuvoir Scented Tablet Set (18g*3ea),,판매중,본품,,,,0
主仓库,BOX,8809681247382,8809681247382,Pleuvoir 扩香石(#Almost Naked) (18g*1ea),플르부아 센티드 타블렛(#올모스트 네이키드) (18g*1ea),,18g*1ea,无,8809681247382,ea,无,100/箱,无权限,0.033,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-04-01 00:00:00,639,0,,正品,200,200,2箱,2箱,Pleuvoir Scented Tablet(#Almost Naked) (18g),,판매중,본품,,,,0
主仓库,BOX,8809681247399,8809681247399,Pleuvoir 扩香石(#Burning It All) (18g*1ea),플르부아 센티드 타블렛(#버닝 잇 올) (18g*1ea),,18g*1ea,无,8809681247399,ea,无,100/箱,无权限,0.033,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-04-01 00:00:00,639,0,,正品,100,100,1箱,1箱,Pleuvoir Scented Tablet(#Burning It All) (18g),,판매중,본품,,,,0
主仓库,BOX,8809681247399,8809681247399,Pleuvoir 扩香石(#Burning It All) (18g*1ea),플르부아 센티드 타블렛(#버닝 잇 올) (18g*1ea),,18g*1ea,无,8809681247399,ea,无,100/箱,无权限,0.033,Pleuvoir,2026-01-22 00:00:00,0,922,MK,备货区,备货区,B2-07-03,否,普通区,2028-08-01 00:00:00,761,0,,正品,100,100,1箱,1箱,Pleuvoir Scented Tablet(#Burning It All) (18g),,판매중,본품,,,,0
主仓库,BOX,8809681247450,8809681247450,Pleuvoir 发香喷雾套装(#Floral Musk) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#플로럴 머스크) (50ml+8g),,50ml+8g,美妆个护,8809681247450,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-15-03,否,普通区,2028-04-21 00:00:00,659,0,,正品,60,60,3箱,3箱,Pleuvoir Hair Perfume Mist(#Floral Musk) (50ml+8g),,판매중,본품,,,,924
主仓库,BOX,8809681247047,8809681247047,Pleuvoir 身体乳(#Almost Naked) (250ml),플르부아 바디로션(#올모스트 네이키드) (250ml),,250ml,美妆个护,8809681247047,ea,无,20/箱,无权限,0.304,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-13-01,否,普通区,2028-01-20 00:00:00,567,0,,正品,160,160,8箱,8箱,Pleuvoir Body Lotion(#Almost Naked) (250ml),,판매중,본품,,,,512
主仓库,BOX,8809681247368,8809681247368,Pleuvoir香水迷你香水礼盒套装 (2ml*7ea),플르부아 디스커버리 오 드 퍼퓸 세트 (2ml*7ea),,2ml*7ea,美妆个护,8809681247368,ea,无,20/箱,无权限,0.085,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2027-06-30 00:00:00,363,0,,正品,80,80,4箱,4箱,Pleuvoir Discovery Eau de Parfum Set (2ml*7ea),,판매중,본품,,,,281
主仓库,BOX,8809681247092,8809681247092,Pleuvoir 沐浴露(#Burning It All) (250ml),플르부아 바디클렌저(#버닝 잇 올) (250ml),,250ml,美妆个护,8809681247092,ea,无,20/箱,无权限,0.304,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-01,否,普通区,2028-01-15 00:00:00,562,0,,正品,260,260,13箱,13箱,Pleuvoir Body Cleanser(#Burning It All) (250ml),,판매중,본품,,,,512
主仓库,BOX,8809681246026,8809681246026,(赠品) Pleuvoir 身体乳(#Rose Wood) (40ml),(증정) 플르부아 바디로션(#로즈우드) (40ml),,40ml,美妆个护,8809681246026,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-10-03,否,普通区,2027-11-24 00:00:00,510,0,,正品,240,240,2箱,2箱,(Gift) Pleuvoir Body Lotion(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246026,8809681246026,(赠品) Pleuvoir 身体乳(#Rose Wood) (40ml),(증정) 플르부아 바디로션(#로즈우드) (40ml),,40ml,美妆个护,8809681246026,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-10-03,否,普通区,2028-04-21 00:00:00,659,0,,正品,1440,1440,12箱,12箱,(Gift) Pleuvoir Body Lotion(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246026,8809681246026,(赠品) Pleuvoir 身体乳(#Rose Wood) (40ml),(증정) 플르부아 바디로션(#로즈우드) (40ml),,40ml,美妆个护,8809681246026,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-10-03,否,普通区,2028-10-23 00:00:00,844,0,,正品,3840,3840,32箱,32箱,(Gift) Pleuvoir Body Lotion(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246019,8809681246019,(赠品) Pleuvoir 身体乳(#Morning Soil) (40ml),(증정) 플르부아 바디로션(#모닝소일) (40ml),,40ml,美妆个护,8809681246019,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-08-03,否,普通区,2027-11-12 00:00:00,498,0,,正品,3600,3600,30箱,30箱,(Gift) Pleuvoir Body Lotion(#Morning Soil) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246019,8809681246019,(赠品) Pleuvoir 身体乳(#Morning Soil) (40ml),(증정) 플르부아 바디로션(#모닝소일) (40ml),,40ml,美妆个护,8809681246019,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-08-03,否,普通区,2028-04-24 00:00:00,662,0,,正品,1080,1080,9箱,9箱,(Gift) Pleuvoir Body Lotion(#Morning Soil) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246033,8809681246033,(赠品) Pleuvoir 身体乳(#Hinoki Leather) (40ml),(증정) 플르부아 바디로션(#히노키레더) (40ml),,40ml,美妆个护,8809681246033,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-03,否,普通区,2027-11-24 00:00:00,510,0,,正品,120,120,1箱,1箱,(Gift) Pleuvoir Body Lotion(#Hinoki Leather) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681246033,8809681246033,(赠品) Pleuvoir 身体乳(#Hinoki Leather) (40ml),(증정) 플르부아 바디로션(#히노키레더) (40ml),,40ml,美妆个护,8809681246033,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-03,否,普通区,2027-11-25 00:00:00,511,0,,正品,5640,5640,47箱,47箱,(Gift) Pleuvoir Body Lotion(#Hinoki Leather) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681247504,8809681247504,Pleuvoir 香水(#Tokyo Cloud) (30ml),플르부아 오 드 퍼퓸(#도쿄 클라우드) (30ml),,30ml,美妆个护,8809681247504,ea,无,24/箱,无权限,0.168,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-02,否,普通区,2028-08-13 00:00:00,773,0,,正品,24,24,1箱,1箱,Pleuvoir Eau de Parfum(#Tokyo Cloud) (30ml),,판매중,본품,,,,561
主仓库,BOX,BX02NS_DA_Ver2,BX02NS_DA_Ver2,无字 2号箱(290x250x150) (#Ver.2),무지박스 2호 (290x250x150)다원패키지(#Ver.2),,290x250x150,无,BX02NS_DA_Ver2,ea,无,5000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-17-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX02NS_DA_Ver2,BX02NS_DA_Ver2,无字 2号箱(290x250x150) (#Ver.2),무지박스 2호 (290x250x150)다원패키지(#Ver.2),,290x250x150,无,BX02NS_DA_Ver2,ea,无,5000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-18-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX04NS_DA,BX04NS_DA,无字 4号箱(350x300x200),무지박스 4호 (350x300x200) - 다원패키지,,350x300x200,无,BX04NS_DA,ea,无,2000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-23-02,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX05NS_DA,BX05NS_DA,无字 特大号箱(440x340x300),무지박스 특대 (440x340x300) - 다원패키지,,440x340x300,无,BX05NS_DA,ea,无,1500/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX05NS_DA,BX05NS_DA,无字 特大号箱(440x340x300),무지박스 특대 (440x340x300) - 다원패키지,,440x340x300,无,BX05NS_DA,ea,无,1500/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-23-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX05NS_DA,BX05NS_DA,无字 特大号箱(440x340x300),무지박스 특대 (440x340x300) - 다원패키지,,440x340x300,无,BX05NS_DA,ea,无,1500/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-24-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,BX05NS_DA,BX05NS_DA,无字 特大号箱(440x340x300),무지박스 특대 (440x340x300) - 다원패키지,,440x340x300,无,BX05NS_DA,ea,无,1500/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,8809681247436,8809681247436,Pleuvoir 发香护发喷雾(#Rose Wood) (50ml),플르부아 헤어퍼퓸 미스트(#로즈우드) (50ml),,50ml,美妆个护,8809681247436,ea,无,20/箱,无权限,0.206,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2028-07-03 00:00:00,732,0,,正品,120,120,6箱,6箱,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml),,판매중,본품,,,,261
主仓库,BOX,8809681247429,8809681247429,Pleuvoir 发香护发喷雾(#Floral Musk) (50ml),플르부아 헤어퍼퓸 미스트(#플로럴 머스크) (50ml),,50ml,美妆个护,8809681247429,ea,无,20/箱,无权限,0.206,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2028-07-02 00:00:00,731,0,,正品,120,120,6箱,6箱,Pleuvoir Hair Perfume Mist(#Floral Musk) (50ml),,판매중,본품,,,,261
主仓库,BOX,8809681247443,8809681247443,Pleuvoir 发香护发喷雾(#Tokyo Cloud) (50ml),플르부아 헤어퍼퓸 미스트(#도쿄 클라우드) (50ml),,50ml,美妆个护,8809681247443,ea,无,20/箱,无权限,0.206,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2028-07-31 00:00:00,760,0,,正品,20,20,1箱,1箱,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml),,판매중,본품,,,,261
主仓库,EA,8802025021102,8802025021102,(赠品) Pleuvoir 礼袋(#S) (1ea),(증정) 플르부아 선물패키지(#S) (1ea),,1ea,无,8802025021102,ea,无,1/箱,无权限,0,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,326,326,326箱,326箱,(Gift) Pleuvoir Gift package(#S) (1ea),,판매중,증정,,,,2
主仓库,EA,8802025021104,8802025021104,(赠品) Pleuvoir 礼袋(#L) (1ea),(증정) 플르부아 선물패키지(#L) (1ea),,1ea,无,8802025021104,ea,无,1/箱,无权限,0,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,45,45,45箱,45箱,(Gift) Pleuvoir Gift package(#L) (1ea),,판매중,증정,,,,5
主仓库,EA,8802025021103,8802025021103,(赠品) Pleuvoir 礼袋(#M) (1ea),(증정) 플르부아 선물패키지(#M) (1ea),,1ea,无,8802025021103,ea,无,1/箱,无权限,0,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,200,200,200箱,200箱,(Gift) Pleuvoir Gift package(#M) (1ea),,판매중,증정,,,,3
主仓库,EA,8802025040901,8802025040901,Pleuvoir 购物袋(#S) (1ea),플르부아 쇼핑백(#S) (1ea),,1ea,无,8802025040901,ea,无,130/箱,无权限,0,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,Pleuvoir Shopping Bag(#S) (1ea),,판매중,본품,,,,0
主仓库,EA,8809846781485,8809846781485,YOUSSOFUL 沐浴露(#07 Saint Moritz) (500ml),유쏘풀 더 바디워시(#07 세인트모리츠) (500ml),,500ml,美妆个护,8809846781485,ea,无,15/箱,无权限,0.66,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2028-04-02 00:00:00,640,0,,正品,18,18,1箱3ea,1箱3ea,YOUSSOFUL Body Wash(#07 Saint Moritz) (500ml),,판매중,본품,,,,1192
主仓库,EA,8802025070901,8802025070901,(赠品) AIPPO 礼品包装盒 (1ea),(증정) 아이뽀 기프트 패키지 박스 (1ea),,1ea,无,8802025070901,ea,无,1/箱,无权限,0,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,18,18,18箱,18箱,(Gift) AIPPO Gift Package Box (1ea),,판매중,증정,,,,0
主仓库,EA,8802025091001,8802025091001,(赠品) AIPPO 礼品包装盒 (1ea) (#Ver.2),(증정) 아이뽀 기프트 패키지 박스 (1ea) (#Ver.2),,1ea,无,8802025091001,ea,无,1/箱,无权限,0,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,EA-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,10,10,10箱,10箱,(Gift) AIPPO Gift Package Box (1ea) (#Ver.2),,판매중,증정,,,,0
主仓库,EA,8809186287821,8809186287821,SKINEYE 山茶花眼霜 (30ml),스킨아이 내추럴 발효 동백 아이크림 (30ml),,30ml,无,8809186287821,ea,无,156/箱,无权限,0.044,SKINEYE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-05-03,否,普通区,2028-10-16 00:00:00,837,0,,正品,130,130,130ea,130ea,SKINEYE Natural Camellia Eye Cream (30ml),,판매중,본품,,,,184
主仓库,EA,8809846780181,8809846780181,YOUSSOFUL 香水(#04 Je t'aime) (50ml),유쏘풀 향수(#04 쥬뗌므) (50ml),,50ml,无,8809846780181,ea,无,64/箱,无权限,0.182,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-20-02,否,普通区,2028-12-10 00:00:00,892,0,,正品,28,28,28ea,28ea,YOUSSOFUL Extrait de parfum(#04 Je t'aime) (50ml),,,,,,,225
主仓库,BOX,TESTBARCODE2,TESTBARCODE2,TEST(#2) 旺店通入出库管理(#2),TEST(2) 왕디엔통 입출고 관리 바코드(2),,1ea,无,TESTBARCODE2,,无,无,无权限,0.55,MYCOMMERCE,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,90,90,90个,90个,,,,,,,,798
主仓库,BOX,TESTBARCODE,TESTBARCODE,TEST 旺店通入出库管理,TEST 왕디엔통입출고관리바코드,,150ml,无,TESTBARCODE,ea,无,无,无权限,0.182,MYCOMMERCE,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,175,175,175ea,175ea,TEST wangdiantongguanli,,판매중,본품,,,,225
主仓库,BOX,8802024090301,8802024090301,(赠品) YOUSSOFUL 试香纸 (1ea),(증정) 유쏘풀 시향지 (1ea),,1ea,无,8802024090301,ea,无,10000/箱,无权限,0.001,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,140,140,140ea,140ea,(Gift) YOUSSOFUL Perfume Paper (1ea),,판매중,증정,,,,0
主仓库,BOX,8802024090303,8802024090303,(赠品) YOUSSOFUL 购物袋(#S) (1ea),(증정) 유쏘풀 쇼핑백(#S) (1ea),,1ea,无,8802024090303,ea,无,300/箱,无权限,0.04,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1800,1800,6箱,6箱,(Gift) YOUSSOFUL Shopping Bag(#S) (1ea),,판매중,증정,,,,0
主仓库,BOX,8802024090302,8802024090302,(赠品) YOUSSOFUL 香气卡 (1ea),(증정) 유쏘풀 카드 시향지 (1ea),,1ea,无,8802024090302,ea,无,10000/箱,无权限,0.001,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,2333,2333,2333ea,2333ea,(Gift) YOUSSOFUL Card Perfume Paper (1ea),,판매중,증정,,,,0
主仓库,EA,8809298737498,8809298737498,JAVIN DE SEOUL 眨眼水光气垫(#23 Sheer Beige) (16g),자빈드서울 윙크 쿠션 글로우(#23 시어 베이지) (16g),,16g,美妆个护,8809298737498,ea,无,100/箱,无权限,0.094,JAVIN DE SEOUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-25-01,否,普通区,2027-06-20 00:00:00,353,0,,正品,17,17,17ea,17ea,JAVIN DE SEOUL Wink Cushion Glow(#23 Sheer Beige) (16g),,판매중,본품,,,,179
主仓库,BOX,BX02SM_DA_Ver2,BX02SM_DA_Ver2,Sunmooh 2号箱(290x250x150) (#Ver.2),선무박스 2호 (290x250x150)다원패키지(#Ver.2),,290x250x150,无,BX02SM_DA_Ver2,ea,无,5000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-19-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,EA,8809663539443,8809663539443,BORATALKS 谷胱甘肽 (500mg*60ea),보라톡스 퓨어 화이트 리포좀 글루타치온 (500mg*60ea),,1ea,食品,8809663539443,ea,无,100/箱,无权限,0.09,BORATALKS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-03-03,否,普通区,2027-09-30 00:00:00,455,0,,正品,172,172,1箱72ea,1箱72ea,BORATALKS Pure White Glutathione (500mg*60ea),,판매중,본품,,,,272
主仓库,BOX,8802024090304,8802024090304,(赠品) YOUSSOFUL 购物袋(#L) (1ea),(증정) 유쏘풀 쇼핑백(#L) (1ea),,1ea,无,8802024090304,ea,无,300/箱,无权限,0.04,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,300,300,1箱,1箱,(Gift) YOUSSOFUL Shopping Bag(#L) (1ea),,판매중,증정,,,,0
主仓库,EA,8809864211025,8809864211025,(赠品) POSTES 香囊(#Istanbul) (40g),(증정) 포스테스 퍼퓸 샤쉐(#이스탄불) (40g),,40g,美妆个护,8809864211025,ea,无,40/箱,无权限,0.053,POSTES,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-06-02,否,普通区,2028-04-13 00:00:00,651,0,,正品,23,23,23ea,23ea,(Gift) POSTES Perfume Sachet(#Istanbul) (40g),,판매중,증정,,,,969
主仓库,EA,8809460998917,8809460998917,I'M O 有机纯棉卫生巾日用 (14ea),아임오 유기농 순면커버 생리대 중형 (14ea),,14ea,无,8809460998917,ea,无,45/箱,无权限,0.114,I'M O,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-04-01,否,普通区,2028-08-17 00:00:00,777,0,,正品,12,12,12ea,12ea,I'M O New Organic Sanitary Pad Regular (14ea),,판매중,본품,,,,805
主仓库,EA,8809846781508,8809846781508,YOUSSOFUL 洗发水(#07 Saint Moritz) (500ml),유쏘풀 더 샴푸(#07 세인트모리츠) (500ml),,500ml,美妆个护,8809846781508,ea,无,15/箱,无权限,0.65,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-18-01,否,普通区,2028-04-18 00:00:00,656,0,,正品,11,11,11ea,11ea,YOUSSOFUL Perfume Shampoo(#07 Saint Moritz) (500ml),,판매중,본품,,,,1246
主仓库,EA,8809919640046,8809919640046,beiskin 玻尿酸快速舒缓棉片 (80片),베이스킨 히알루론 퀵 수딩패드 (80매),,80매,美妆个护,8809919640046,ea,无,50/箱,无权限,0.282,beiskin,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-12-01,否,普通区,2028-07-20 00:00:00,749,0,,正品,56,56,1箱6ea,1箱6ea,beiskin Hyaluron Quick Soothing Pad (80ea),,판매중,본품,,,,498
主仓库,BOX,8809681245951,8809681245951,Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea),플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea),,40ml*4ea,美妆个护,8809681245951,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-14-02,否,普通区,2028-02-26 00:00:00,604,0,,正品,10,10,10ea,10ea,Pleuvoir Travel Buddies(#Rose Wood & Hinoki Leather) (40ml*4ea),,판매중,본품,,,,1057
