货主,入库单号,仓库,货品简称,创建人,入库原因,仓储单号,商家编码,条形码,货品编号,货品名称,分类名称,规格名称,品牌,数量,单价,箱数,绩效箱数,物流公司,物流单号,入库货位,批次,是否正品,审核时间,备注,单品备注,OMS单号,箱规,生产日期,保质期,有效期,货品重量（kg）,货品总重量（kg）,货品体积（cm³）,货品总体积（cm³）,货品箱体积（cm³）,箱规总体积（cm³）,单品标记
EA,RK2602040011,主仓库,유쏘풀 향수(#13 코코 하와이) (50ml),남궁정,采购入库,CG202602040004,8809846780341,8809846780341,8809846780341,YOUSSOFUL 香水(#13 Coco hawaii) (50ml),美妆个护,50ml,YOUSSOFUL,24,无权限,24ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.182,4.368,225.0,5400,0.0,5400,无
EA,RK2602040011,主仓库,유쏘풀 향수(#02 메리스가든) (50ml),남궁정,采购入库,CG202602040004,8809846780105,8809846780105,8809846780105,YOUSSOFUL 香水(#02 Mary's garden) (50ml),美妆个护,50ml,YOUSSOFUL,40,无权限,40ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,7.28,225.0,9000,0.0,9000,无
EA,RK2602040011,主仓库,유쏘풀 향수(#15 세이셸) (50ml),남궁정,采购入库,CG202602040004,8809846780389,8809846780389,8809846780389,YOUSSOFUL 香水(#15 Seychelles) (50ml),美妆个护,50ml,YOUSSOFUL,16,无权限,16ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.182,2.912,225.0,3600,0.0,3600,无
EA,RK2602040011,主仓库,유쏘풀 향수(#11 버로우 런던) (50ml),남궁정,采购入库,CG202602040004,8809846780273,8809846780273,8809846780273,YOUSSOFUL 香水(#11 Borough london) (50ml),美妆个护,50ml,YOUSSOFUL,32,无权限,32ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,5.824,225.0,7200,0.0,7200,无
EA,RK2602040011,主仓库,유쏘풀 향수(#08 디망쉬 아 파리) (50ml),남궁정,采购入库,CG202602040004,8809846780211,8809846780211,8809846780211,YOUSSOFUL 香水(#08 Dimanche a paris) (50ml),美妆个护,50ml,YOUSSOFUL,16,无权限,16ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,2.912,225.0,3600,0.0,3600,无
EA,RK2602040011,主仓库,유쏘풀 향수(#01 피네) (50ml),남궁정,采购入库,CG202602040004,8809846780808,8809846780808,8809846780808,YOUSSOFUL 香水(#01 Fiine) (50ml),美妆个护,50ml,YOUSSOFUL,16,无权限,16ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.182,2.912,225.0,3600,0.0,3600,无
EA,RK2602040011,主仓库,유쏘풀 향수(#10 풀리아 오스투니) (50ml),남궁정,采购入库,CG202602040004,8809846780259,8809846780259,8809846780259,YOUSSOFUL 香水(#10 Puglia ostuni) (50ml),美妆个护,50ml,YOUSSOFUL,24,无权限,24ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,4.368,225.0,5400,0.0,5400,无
EA,RK2602040011,主仓库,유쏘풀 향수(#09 루르드) (50ml),남궁정,采购入库,CG202602040004,8809846780235,8809846780235,8809846780235,YOUSSOFUL 香水(#09 Lourdes) (50ml),美妆个护,50ml,YOUSSOFUL,24,无权限,24ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.182,4.368,225.0,5400,0.0,5400,无
EA,RK2602040011,主仓库,유쏘풀 향수(#17 다이빙 체팔루 스피아자) (50ml),남궁정,采购入库,CG202602040004,8809846780440,8809846780440,8809846780440,YOUSSOFUL 香水(#17 Diving cefalu spiaggia) (50ml),美妆个护,50ml,YOUSSOFUL,40,无权限,40ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.182,7.28,225.0,9000,0.0,9000,无
EA,RK2602040011,主仓库,유쏘풀 향수(#25 부르즈 로얄) (50ml),남궁정,采购入库,CG202602040004,8809846780600,8809846780600,8809846780600,YOUSSOFUL 香水(#25 Burj royal) (50ml),美妆个护,50ml,YOUSSOFUL,24,无权限,24ea,1.0,无,,B2-14-03,,正品,2026-02-04 15:55:05,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,64/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.182,4.368,225.0,5400,0.0,5400,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#05 플로랄리아) (15ml),남궁정,采购入库,CG202602040001,8809846780334,8809846780334,8809846780334,YOUSSOFUL 香水(#05 Floralia) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#25 부르즈 로얄) (15ml),남궁정,采购入库,CG202602040001,8809846780617,8809846780617,8809846780617,YOUSSOFUL 香水(#25 Burj royal) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#24 엠포리아 코튼) (15ml),남궁정,采购入库,CG202602040001,8809846780594,8809846780594,8809846780594,YOUSSOFUL 香水(#24 Emporia cotton) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2028-12-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#21 히페리온) (15ml),남궁정,采购入库,CG202602040001,8809846780532,8809846780532,8809846780532,YOUSSOFUL 香水(#21 Hyperion) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#06 스타레 므네스토) (15ml),남궁정,采购入库,CG202602040001,8809846780174,8809846780174,8809846780174,YOUSSOFUL 香水(#06 Stare mesto) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#03 베리섹시) (15ml),남궁정,采购入库,CG202602040001,8809846780136,8809846780136,8809846780136,YOUSSOFUL 香水(#03 Berry sexy) (15ml),美妆个护,15ml,YOUSSOFUL,28,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,28/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.076,2.128,80.0,2240,0.0,2240,无
BOX,RK2602040012,主仓库,유쏘풀 향수(#01 피네) (50ml),남궁정,采购入库,CG202602040001,8809846780808,8809846780808,8809846780808,YOUSSOFUL 香水(#01 Fiine) (50ml),美妆个护,50ml,YOUSSOFUL,64,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-04 16:07:00,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,64/箱,0000-00-00 00:00:00,0.0,2028-11-10 00:00:00,0.182,11.648,225.0,14400,0.0,14400,无
EA,RK2602040013,主仓库,(증정) 유쏘풀 시향지 (1ea),남궁정,采购入库,CG202602040004,8802024090301,8802024090301,8802024090301,(赠品) YOUSSOFUL 试香纸 (1ea),无,1ea,YOUSSOFUL,3000,无权限,3000ea,1.0,无,,B2-14-03,,正品,2026-02-04 16:13:23,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,3.0,0.0,0,0.0,0,无
EA,RK2602040014,主仓库,(증정) 유쏘풀 카드 시향지 (1ea),남궁정,采购入库,CG202602040008,8802024090302,8802024090302,8802024090302,(赠品) YOUSSOFUL 香气卡 (1ea),无,1ea,YOUSSOFUL,400,无权限,400ea,1.0,无,,B2-14-03,,正品,2026-02-04 16:20:41,YOUSSOFUL / EA / TW / 26-05차 추가입고 CG202602040001,,OCG202602040008,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,0.4,0.0,0,0.0,0,无
EA,RK2602040016,主仓库,더블유드레스룸 퍼퓸 핸드크림(#49 피치 블러썸) (50ml),남궁정,采购入库,CG202602040010,8805301002812,8805301002812,8805301002812,W.DRESSROOM 香水护手霜(#49 桃子樱花) (50ml),美妆个护,50ml,W.DRESSROOM,50,无权限,1箱,1.0,无,,A04-16-01,,正品,2026-02-04 16:50:51,W.DRESSROOM / EA / Sunmooh CG20260203002,Sunmooh,OCG202602040010,50/箱,0000-00-00 00:00:00,0.0,2029-01-07 00:00:00,0.084,4.2,177.0,8850,0.0,8850,无
BOX,RK2602050002,主仓库,유쏘풀 핸드크림(#16 베리느와르) (50ml),권오성,采购入库,CG202602040001,8809846781270,8809846781270,8809846781270,YOUSSOFUL 护手霜(#16 Berry noir) (50ml),美妆个护,50ml,YOUSSOFUL,54,无权限,1箱,1.0,无,,B2-14-03,,正品,2026-02-05 11:15:30,YOUSSOFUL / BOX / TW / 26-05차 CG20260129001,TW 26-05차,OCG202602040001,54/箱,0000-00-00 00:00:00,0.0,2027-11-09 00:00:00,0.085,4.59,368.0,19872,0.0,19872,无
EA,RK2602050003,主仓库,(증정) 유쏘풀 시향지 (1ea),권오성,采购入库,CG202602040004,8802024090301,8802024090301,8802024090301,(赠品) YOUSSOFUL 试香纸 (1ea),无,1ea,YOUSSOFUL,7000,无权限,7000ea,1.0,无,,B2-24-01,,正品,2026-02-05 11:20:14,YOUSSOFUL / EA / TW / 26-05차 CG20260129002,TW 26-05차,OCG202602040004,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,7.0,0.0,0,0.0,0,无
EA,RK2602050004,主仓库,(증정) 유쏘풀 시향지 (1ea),권오성,采购入库,CG202602050002,8802024090301,8802024090301,8802024090301,(赠品) YOUSSOFUL 试香纸 (1ea),无,1ea,YOUSSOFUL,5000,无权限,5000ea,1.0,无,,B2-24-01,,正品,2026-02-05 11:21:11,YOUSSOFUL / EA / TW / 26-05차 추가입고 CG202602040002,,OCG202602050002,10000/箱,0000-00-00 00:00:00,0.0,2099-12-31 00:00:00,0.001,5.0,0.0,0,0.0,0,无
EA,RK2602050005,主仓库,얼핏 유브이 프로텍터 모이스처 선 (50g),권오성,采购入库,CG202602050003,8809796090040,8809796090040,8809796090040,earfit 焕新UV防护保湿防晒 (50g),美妆个护,50g,earfit,100,无权限,1箱,1.0,无,,A01-21-01,,正品,2026-02-05 11:33:56,"earfit / EA / Sunmooh  追加:CJ대한통운 594940910542,  594940910553, 594940910564 CG20260204013",Sunmooh,OCG202602050006,100/箱,0000-00-00 00:00:00,0.0,2028-04-15 00:00:00,0.082,8.2,230.0,23000,0.0,23000,无
EA,RK2602050005,主仓库,얼핏 에어리 필터 모이스처 톤업 (40ml),권오성,采购入库,CG202602050003,8809738318652,8809738318652,8809738318652,earfit 轻盈滤镜保湿提亮防晒 (40ml),美妆个护,40ml,earfit,50,无权限,1箱,1.0,无,,A03-14-02,,正品,2026-02-05 11:33:56,"earfit / EA / Sunmooh  追加:CJ대한통운 594940910542,  594940910553, 594940910564 CG20260204013",Sunmooh,OCG202602050006,50/箱,0000-00-00 00:00:00,0.0,2027-01-23 00:00:00,0.07,3.5,200.0,10000,0.0,10000,无
EA,RK2602050005,主仓库,얼핏 바이옴세라 배리어 클렌징 젤 (150g),권오성,采购入库,CG202602050003,8809832360038,8809832360038,8809832360038,earfit 屏障修护洁面啫喱 (150g),美妆个护,150g,earfit,50,无权限,1箱,1.0,无,,A03-14-01,,正品,2026-02-05 11:33:56,"earfit / EA / Sunmooh  追加:CJ대한통운 594940910542,  594940910553, 594940910564 CG20260204013",Sunmooh,OCG202602050006,50/箱,0000-00-00 00:00:00,0.0,2028-04-16 00:00:00,0.189,9.45,536.0,26800,0.0,26800,无
Youssoful,RK2602050006,主仓库,유쏘풀 핸드크림(#16 베리느와르) (50ml),권오성,采购入库,CG202602050004,8809846781270,8809846781270,8809846781270,YOUSSOFUL 护手霜(#16 Berry noir) (50ml),美妆个护,50ml,YOUSSOFUL,54,无权限,1箱,1.0,无,,A06-04-02,,正品,2026-02-05 11:40:59,YOUSSOFUL / EA / JP위탁 CG20260204001,JP위탁,OCG202602050007,54/箱,0000-00-00 00:00:00,0.0,2027-11-09 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2602050006,主仓库,유쏘풀 핸드크림(#플로랄리아) (50ml),권오성,采购入库,CG202602050004,8809846781287,8809846781287,8809846781287,YOUSSOFUL 护手霜(#Floralia) (50ml),美妆个护,50ml,YOUSSOFUL,54,无权限,1箱,1.0,无,,A06-04-03,,正品,2026-02-05 11:40:59,YOUSSOFUL / EA / JP위탁 CG20260204001,JP위탁,OCG202602050007,54/箱,0000-00-00 00:00:00,0.0,2027-10-21 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2602050006,主仓库,유쏘풀 핸드크림(#03 베리섹시) (50ml),권오성,采购入库,CG202602050004,8809846781058,8809846781058,8809846781058,YOUSSOFUL 护手霜(#03 Berry sexy) (50ml),无,50ml,YOUSSOFUL,54,无权限,1箱,1.0,无,,A06-04-04,,正品,2026-02-05 11:40:59,YOUSSOFUL / EA / JP위탁 CG20260204001,JP위탁,OCG202602050007,54/箱,0000-00-00 00:00:00,0.0,2027-11-10 00:00:00,0.0,0.0,0.0,0,0.0,0,无
Youssoful,RK2602050006,主仓库,유쏘풀 핸드크림(#07 세인트 모리츠) (50ml),권오성,采购入库,CG202602050004,8809846781041,8809846781041,8809846781041,YOUSSOFUL 护手霜(#07 Saint moritz) (50ml),无,50ml,YOUSSOFUL,54,无权限,1箱,1.0,无,,A06-05-02,,正品,2026-02-05 11:40:59,YOUSSOFUL / EA / JP위탁 CG20260204001,JP위탁,OCG202602050007,54/箱,0000-00-00 00:00:00,0.0,2027-11-27 00:00:00,0.0,0.0,0.0,0,0.0,0,无
EA,RK2602050009,主仓库,플르부아 바디클렌저(#플로럴머스크) (250ml),박강민 ,借调入库,JTF202602050001,8809681241151,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-03-01,,正品,2026-02-05 13:21:36,SCM 화주변경요청 ,,,20/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.325,6.5,585.0,11700,0.0,11700,无
EA,RK2602050009,主仓库,플르부아 핸드크림(#로즈우드) (30ml),박강민 ,借调入库,JTF202602050001,8809681244343,8809681244343,8809681244343,Pleuvoir 护手霜(#Rose Wood) (30ml),美妆个护,30ml,Pleuvoir,100,无权限,1箱,1.0,无,,A05-15-03,,正品,2026-02-05 13:21:36,SCM 화주변경요청 ,,,100/箱,0000-00-00 00:00:00,0.0,2028-10-21 00:00:00,0.05,5.0,127.0,12700,0.0,12700,无
EA,RK2602050009,主仓库,플르부아 바디로션(#로즈우드) (250ml),박강민 ,借调入库,JTF202602050001,8809681244329,8809681244329,8809681244329,Pleuvoir 身体乳(#Rose Wood) (250ml),美妆个护,250ml,Pleuvoir,20,无权限,1箱,1.0,无,,A05-14-03,,正品,2026-02-05 13:21:36,SCM 화주변경요청 ,,,20/箱,0000-00-00 00:00:00,0.0,2028-08-28 00:00:00,0.31,6.2,585.0,11700,0.0,11700,无
EA,RK2602050010,主仓库,유쏘풀 향수(#07 세인트 모리츠) (50ml),박강민 ,借调入库,JTF202602050005,8809846780198,8809846780198,8809846780198,YOUSSOFUL 香水(#07 Saint moritz) (50ml),美妆个护,50ml,YOUSSOFUL,32,无权限,32ea,1.0,无,,A05-16-01,,正品,2026-02-05 14:55:49,SCM 화주변경요청,,,64/箱,0000-00-00 00:00:00,0.0,2029-01-10 00:00:00,0.182,5.824,225.0,7200,0.0,7200,无
EA,RK2602060004,主仓库,누메 슈퍼 내추럴 슬립 선크림 (50ml),박강민 ,采购入库,CG202602060004,8800242200013,8800242200013,8800242200013,NUME 超自然轻盈有色防晒 (50ml),美妆个护,50ml,NUME,117,无权限,1箱,1.0,无,,B2-18-01,,正品,2026-02-06 11:03:16,NUME / EA / Sunmooh CG20260205006,Sunmooh,OCG202602060004,117/箱,0000-00-00 00:00:00,0.0,2028-04-17 00:00:00,0.08,9.36,165.0,19305,0.0,19305,无
EA,RK2602060004,主仓库,누메 딥 포어 퍼밍 세럼 (50ml),박강민 ,采购入库,CG202602060004,8800242200020,8800242200020,8800242200020,NUME 深层毛孔紧致精华 (50ml),美妆个护,50ml,NUME,192,无权限,1箱,1.0,无,,B2-18-01,,正品,2026-02-06 11:03:16,NUME / EA / Sunmooh CG20260205006,Sunmooh,OCG202602060004,192/箱,0000-00-00 00:00:00,0.0,2028-04-10 00:00:00,0.118,22.656,179.0,34368,0.0,34368,无
EA,RK2602060007,主仓库,보라톡스 살뺄라카노 (5g*30ea),권오성,采购入库,CG202602060007,8809965480818,8809965480818,8809965480818,BORATALKS 纤体咖啡 (5g*30ea),食品,5g*30ea,BORATALKS,50,无权限,1箱,1.0,无,,A01-06-01,,正品,2026-02-06 13:21:31,BORATALKS / EA / Sunmooh CG20260205001,Sunmooh,OCG202602060007,50/箱,0000-00-00 00:00:00,0.0,2027-08-13 00:00:00,0.21,10.5,1155.0,57750,0.0,57750,无
EA,RK2602060008,主仓库,그린몬스터 14in1 녹차카테킨+,권오성,采购入库,CG202602060008,8802863114267,8802863114267,8802863114267,GREEN MONSTER 14in1 绿茶儿茶素+,无,15g,GREEN MONSTER,100,无权限,1箱,1.0,无,,A01-03-01,,正品,2026-02-06 13:25:45,GREEN MONSTER / EA / Sunmooh CG20260205004,Sunmooh,OCG202602060008,100/箱,0000-00-00 00:00:00,0.0,2027-05-26 00:00:00,0.158,15.8,278.0,27800,0.0,27800,无
EA,RK2602060009,主仓库,스킨아이 내추럴 발효 동백 에멀전 (150ml),권오성,采购入库,CG202602040006,8809588130497,8809588130497,8809588130497,SKINEYE 天然发酵山茶乳液 (150ml),美妆个护,150ml,SKINEYE,3,无权限,3ea,1.0,无,,A02-09-02,,正品,2026-02-06 13:28:48,SKINEYE / EA / Sunmooh CG20260203004,Sunmooh,OCG202602040006,63/箱,0000-00-00 00:00:00,0.0,2028-01-13 00:00:00,0.19,0.57,27.0,81,0.0,81,无
EA,RK2602090004,主仓库,(증정) 아이뽀 시카비타 수딩 패드 (1.75g*12ea),권오성,采购入库,CG202602090003,8809654651727,8809654651727,8809654651727,(赠品) AIPPO 积雪草保湿补水棉片 (1.75g*12ea),美妆个护,1.75g*12ea,AIPPO,20,无权限,20ea,1.0,无,,A05-28-01,,正品,2026-02-09 08:04:45,"AIPPO / EA / Sunmooh  追加:롯데택배 262361315694,262361315705,262361315716 CG20260205002",Sunmooh,OCG202602090003,400/箱,0000-00-00 00:00:00,0.0,2028-09-07 00:00:00,0.03,0.6,0.0,0,0.0,0,无
EA,RK2602090005,主仓库,모에브 아누카틴 샴푸 (300ml) (#Ver.2),권오성,采购入库,CG202602090004,8809494587040,8809494587040,8809494587040,MOEV Annurcatin™ 洗发水 (300ml) (#Ver.2),美妆个护,300ml,MOEV,35,无权限,1箱,1.0,无,,A03-11-02,,正品,2026-02-09 08:10:03,MOEV / EA / Sunmooh CG20260204014,Sunmooh,OCG202602090004,35/箱,0000-00-00 00:00:00,0.0,2028-09-07 00:00:00,0.38,13.3,649.0,22715,0.0,22715,无
EA,RK2602090005,主仓库,모에브 아누카틴 트리트먼트 (200ml) (#Ver.2),권오성,采购入库,CG202602090004,8809494587064,8809494587064,8809494587064,MOEV Annurcatin™ 护发素 (200ml) (#Ver.2),美妆个护,200ml,MOEV,48,无权限,1箱,1.0,无,,A03-11-01,,正品,2026-02-09 08:10:03,MOEV / EA / Sunmooh CG20260204014,Sunmooh,OCG202602090004,48/箱,0000-00-00 00:00:00,0.0,2028-12-01 00:00:00,0.25,12.0,611.0,29328,0.0,29328,无
EA,RK2602090006,主仓库,리필드 헤어 리커버리 사이토카인 이펙터 (15ml),권오성,采购入库,CG202602090005,8809990335619,8809990335619,8809990335619,Refilled 细胞因子赋活滚珠精粹 (15ml),美妆个护,15ml,Refilled,50,无权限,50ea,1.0,无,,A03-08-01,,正品,2026-02-09 08:18:09,Refilled / EA / Sunmooh CG20260205003,Sunmooh,OCG202602090005,200/箱,0000-00-00 00:00:00,0.0,2028-11-30 00:00:00,0.044,2.2,156.0,7800,0.0,7800,无
EA,RK2602090007,主仓库,마미케어 오쏘타민 비타민C 앰플 (15ml),권오성,采购入库,CG202602090006,8800253025599,8800253025599,8800253025599,Mommycare 维C美白精华 (15ml),美妆个护,15ml,Mommycare,30,无权限,30ea,1.0,无,,A01-01-02,,正品,2026-02-09 08:25:52,Mommycare / EA / Sunmooh CG20260204011,Sunmooh,OCG202602090006,100/箱,0000-00-00 00:00:00,0.0,2027-01-09 00:00:00,0.093,2.79,184.0,5520,0.0,5520,无
EA,RK2602090008,主仓库,비프로젝트 바이 블랙헤드 멜팅 리무버 (30ml) (#Ver.2),권오성,采购入库,CG202602090007,8800253020167,8800253020167,8800253020167,B Project 去黑头酵素啫喱 (30ml) (#Ver.2),美妆个护,30ml,B Project,40,无权限,1箱,1.0,无,,A04-13-02,,正品,2026-02-09 08:35:48,B Project / EA / Sunmooh CG20260204010,Sunmooh,OCG202602090007,40/箱,0000-00-00 00:00:00,0.0,2026-10-03 00:00:00,0.108,4.32,203.0,8120,0.0,8120,无
EA,RK2602090009,主仓库,밀잇 단백질 쉐이크 포켓형(#피스타치오맛) (40g),권오성,采购入库,CG202602090009,8809073737545,8809073737545,8809073737545,Meal It 蛋白质奶昔口袋装(#开心果味) (40g),食品,40g,Meal It,40,无权限,1箱,1.0,无,,A01-11-03,,正品,2026-02-09 08:40:37,Meal It / EA / Sunmooh  追加:CJ대한통운 521328950873，511484540923 CG20260205009,Sunmooh,OCG202602090009,40/箱,0000-00-00 00:00:00,0.0,2027-06-10 00:00:00,0.055,2.2,798.0,31920,0.0,31920,无
EA,RK2602090009,主仓库,밀잇 단백질 쉐이크 포켓형(#초콜릿맛) (40g),권오성,采购入库,CG202602090009,8809073737439,8809073737439,8809073737439,Meal It 蛋白质奶昔口袋装(#巧克力味) (40g),食品,40g,Meal It,40,无权限,1箱,1.0,无,,A01-10-02,,正品,2026-02-09 08:40:37,Meal It / EA / Sunmooh  追加:CJ대한통운 521328950873，511484540923 CG20260205009,Sunmooh,OCG202602090009,40/箱,0000-00-00 00:00:00,0.0,2027-06-07 00:00:00,0.055,2.2,798.0,31920,0.0,31920,无
EA,RK2602090010,主仓库,코엘프 퍼퓸 핸드크림(#스필드 러스트) (50ml),권오성,采购入库,CG202602090010,8809508851785,8809508851785,8809508851785,Koelf 香氛护手霜(#Spilled Rust) (50ml),美妆个护,50ml,Koelf,60,无权限,1箱,1.0,无,,A03-20-03,,正品,2026-02-09 08:53:40,Koelf / EA / Sunmooh CG20260205005,Sunmooh,OCG202602090010,60/箱,0000-00-00 00:00:00,0.0,2029-01-16 00:00:00,0.07,4.2,181.0,10860,0.0,10860,无
EA,RK2602090010,主仓库,코엘프 풋크림(#미스틱 그로브) (50ml),권오성,采购入库,CG202602090010,8809508851815,8809508851815,8809508851815,Koelf 香氛护足霜(#Mystic Grove) (50ml),美妆个护,50ml,Koelf,30,无权限,30ea,1.0,无,,A03-17-02,,正品,2026-02-09 08:53:40,Koelf / EA / Sunmooh CG20260205005,Sunmooh,OCG202602090010,60/箱,0000-00-00 00:00:00,0.0,2028-09-01 00:00:00,0.07,2.1,181.0,5430,0.0,5430,无
EA,RK2602090010,主仓库,코엘프 블루베리크림 아이스 팝 하이드로겔 아이마스크 (60ea),권오성,采购入库,CG202602090010,8809508850870,8809508850870,8809508850870,Koelf 蓝莓奶霜冰感水凝胶眼膜 (60ea),美妆个护,60ea,Koelf,72,无权限,1箱,1.0,无,,B2-18-01,,正品,2026-02-09 08:53:40,Koelf / EA / Sunmooh CG20260205005,Sunmooh,OCG202602090010,72/箱,0000-00-00 00:00:00,0.0,2028-11-19 00:00:00,0.173,12.456,256.0,18432,0.0,18432,无
EA,RK2602090011,主仓库,"니아르 가르시니아(#샤인머스캣맛) (1,700mg*28ea)",권오성,采购入库,CG202602090011,8809737872919,8809737872919,8809737872919,"NE:AR 瘦身糖(#阳光玫瑰味) (1,700mg*28ea)",食品,"1,700mg*28ea",NE:AR,80,无权限,1箱,1.0,无,,A02-15-01,,正品,2026-02-09 09:04:07,NE:AR / EA / Sunmooh CG20260205010,Sunmooh,OCG202602090011,80/箱,0000-00-00 00:00:00,0.0,2027-02-09 00:00:00,0.078,6.24,359.0,28720,0.0,28720,无
EA,RK2602090011,主仓库,"니아르 헤모케어 (1,700mg*28ea)",권오성,采购入库,CG202602090011,8809737879673,8809737879673,8809737879673,"NE:AR 血红素铁营养管理 (1,700mg*28ea)",食品,"1,700mg*28ea",NE:AR,80,无权限,1箱,1.0,无,,A02-17-03,,正品,2026-02-09 09:04:07,NE:AR / EA / Sunmooh CG20260205010,Sunmooh,OCG202602090011,80/箱,0000-00-00 00:00:00,0.0,2027-07-14 00:00:00,0.078,6.24,359.0,28720,0.0,28720,无
